1213330173736738817	2020-01-04	05:23:50	en	NULL
1214195710301618178	2020-01-06	14:43:10	en	NULL
1214198629553950721	2020-01-06	14:54:46	en	NULL
1214917256414662656	2020-01-08	14:30:20	en	NULL
1214936881563082752	2020-01-08	15:48:19	en	NULL
1214978895914684418	2020-01-08	18:35:16	en	NULL
1215028015438192640	2020-01-08	21:50:27	en	NULL
1215081761249615872	2020-01-09	01:24:01	en	NULL
1215110626411978753	2020-01-09	03:18:43	en	NULL
1215112006363009024	2020-01-09	03:24:12	en	NULL
1215114820749594626	2020-01-09	03:35:23	en	NULL
1215211709142577152	2020-01-09	10:00:23	en	NULL
1215221343479726081	2020-01-09	10:38:40	en	NULL
1215279149377560576	2020-01-09	14:28:22	en	NULL
1215359721953165319	2020-01-09	19:48:32	en	NULL
1215366806120140809	2020-01-09	20:16:41	en	NULL
1215381385533411333	2020-01-09	21:14:37	en	NULL
1215402646447804416	2020-01-09	22:39:06	en	NULL
1215625674376937473	2020-01-10	13:25:20	en	NULL
1215697640266047488	2020-01-10	18:11:18	en	NULL
1215729105934548993	2020-01-10	20:16:20	en	NULL
1215767181788622852	2020-01-10	22:47:38	en	NULL
1215803173149052928	2020-01-11	01:10:39	en	NULL
1215835658020888576	2020-01-11	03:19:44	en	NULL
1215891731666726919	2020-01-11	07:02:33	en	NULL
1215908513064607745	2020-01-11	08:09:14	en	NULL
1215986694907928576	2020-01-11	13:19:54	en	NULL
1215996832515530752	2020-01-11	14:00:11	en	NULL
1216022078064943104	2020-01-11	15:40:30	en	NULL
1216110867273699329	2020-01-11	21:33:19	en	NULL
1216128793737342976	2020-01-11	22:44:33	en	NULL
1216310709086310400	2020-01-12	10:47:25	en	NULL
1216385992652967939	2020-01-12	15:46:34	en	NULL
1216504758569140225	2020-01-12	23:38:30	en	NULL
1216678528550408195	2020-01-13	11:09:00	en	NULL
1216766130783576064	2020-01-13	16:57:06	en	NULL
1216767481383137280	2020-01-13	17:02:28	en	NULL
1218172397058048000	2020-01-17	14:05:06	en	NULL
1218188058576719873	2020-01-17	15:07:20	en	NULL
1218196719797706754	2020-01-17	15:41:45	en	NULL
1218237698156179456	2020-01-17	18:24:35	en	NULL
1218237987571585024	2020-01-17	18:25:44	en	NULL
